suite,id,language,category,expected,predicted,exact_match,expected_risk,predicted_risk,risk_score,violations,warnings,elapsed_ms,top_reason,text,rationale
ko,KO_PASS_012,ko,투자설명서,PASS,PASS,True,False,False,0.0,0,0,0.5,,"투자 전 투자설명서를 반드시 확인하시고 투자 위험, 수수료, 환매 제한 사항을 충분히 이해하시기 바랍니다.",주요 위험과 비용 확인 안내
ko,KO_PASS_013,ko,변동금리,PASS,PASS,True,False,False,0.0,0,0,0.7,,본 대출은 변동금리 상품으로 시장금리 변동에 따라 이자 부담이 증가할 수 있습니다.,금리 변동 위험 고지
ko,KO_PASS_014,ko,보험 일반 안내,PASS,PASS,True,False,False,0.0,0,0,0.8,,보험계약 체결 전 상품설명서와 약관을 확인하시고 보장 내용과 면책 사항을 확인하시기 바랍니다.,보험 상품 고지
ko,KO_PASS_015,ko,비대면 신청,PASS,PASS,True,False,False,0.0,0,0,0.7,,비대면 신청은 본인인증 및 심사 완료 후 가능하며 심사 결과에 따라 이용이 제한될 수 있습니다.,신청 가능성 조건부 표현
ko,KO_PASS_016,ko,수익 추구,PASS,PASS,True,False,False,0.0,0,0,0.7,,안정적인 현금흐름을 추구하는 포트폴리오로 운용되며 운용 성과는 시장 상황에 따라 변동될 수 있습니다.,추구 표현과 성과 변동 고지
ko,KO_PASS_017,ko,NICE 기준,PASS,PASS,True,False,False,0.0,0,0,1.8,,"신용점수 NICE 600점 이상 고객을 대상으로 하며, 내부 심사 결과에 따라 대출이 거절될 수 있습니다.",OCR 보정 대상 표현 포함 정상 문구
ko,KO_PASS_018,ko,인지세,PASS,PASS,True,False,False,0.0,0,0,1.6,,대출금액 5천만원 초과 시 인지세가 발생하며 고객과 은행이 각 50%씩 부담합니다.,비용 고지
ko,KO_PASS_019,ko,연체이자,PASS,PASS,True,False,False,0.0,0,0,1.5,,연체이자율은 약정이율에 3%를 더하여 적용되며 법정 최고금리를 초과하지 않습니다.,불리한 조건 고지
ko,KO_PASS_020,ko,비교 없음,PASS,PASS,True,False,False,0.0,0,0,1.1,,고객의 금융 생활에 필요한 서비스를 모바일 앱에서 편리하게 확인할 수 있습니다.,비교·보장·단정 표현 없음
ko,KO_WARN_001,ko,최저금리 조건 부족,WARNING,WARNING,True,True,True,0.33,0,1,1.1,최저금리 적용 조건·우대조건·심사기준 안내가 충분한지 확인이 필요합니다.,직장인이라면 누구나 최저 연 3.45%로 간편하게 대출 신청하세요.,최저금리 적용 조건과 심사 기준이 부족해 오인 가능
ko,KO_WARN_002,ko,최대한도 강조,WARNING,WARNING,True,True,True,0.32,0,1,1.9,최대한도만 강조될 경우 실제 적용 가능 범위·심사기준 안내가 충분한지 확인이 필요합니다.,모바일로 빠르게 신청하고 최대 3억원까지 한도 조회하세요.,최대한도 적용 범위와 심사 기준 설명 부족
ko,KO_WARN_003,ko,안정 수익 암시,WARNING,WARNING,True,True,True,0.34,0,1,1.6,수익 가능성을 사실상 안정적으로 기대하게 할 수 있는 표현입니다.,시장 상황에 흔들리지 않는 안정적인 수익을 기대할 수 있는 상품입니다.,보장은 아니지만 안정 수익 암시
ko,KO_WARN_004,ko,검증된 상품 표현,WARNING,WARNING,True,True,True,0.34,0,2,1.8,수익 가능성을 사실상 안정적으로 기대하게 할 수 있는 표현입니다.,수많은 고객이 선택한 검증된 투자 상품으로 안정적인 성과를 추구합니다.,객관 근거 없는 검증 표현 가능성
ko,KO_WARN_005,ko,혜택 강조 조건 부족,WARNING,WARNING,True,True,True,0.33,0,1,1.2,최저금리 적용 조건·우대조건·심사기준 안내가 충분한지 확인이 필요합니다.,지금 가입하면 높은 우대금리 혜택을 받을 수 있습니다.,우대금리 조건 미기재
ko,KO_WARN_006,ko,현저성 검토,WARNING,WARNING,True,True,True,0.33,0,1,1.4,최저금리 적용 조건·우대조건·심사기준 안내가 충분한지 확인이 필요합니다.,최저 연 3.45% 금리를 크게 표시하고 비용과 조건은 하단 주석으로만 안내합니다.,레이아웃 현저성은 Human-in-the-loop 검토 대상
ko,KO_WARN_007,ko,부담 없는 표현,WARNING,WARNING,True,True,True,0.34,0,1,1.6,수익 가능성을 사실상 안정적으로 기대하게 할 수 있는 표현입니다.,"부담 없이 시작하는 투자, 안정적인 자산관리를 경험하세요.",위험 축소 인상 가능
ko,KO_WARN_008,ko,빠른 심사 강조,WARNING,WARNING,True,True,True,0.315,0,1,0.9,심사 조건·예외·대상 제한이 충분히 안내되지 않으면 실제 이용 가능성에 대한 소비자 오인 가능성이 있습니다.,최대 1시간 이내 빠른 심사로 필요한 자금을 바로 확인하세요.,심사 조건과 예외 설명 부족
ko,KO_WARN_009,ko,수익률 강조 비용 부족,WARNING,VIOLATION,False,True,True,0.75,1,0,1.4,수익률 광고에 수수료 등 핵심 비용 미기재,연 7% 수준의 목표 수익률을 추구하는 상품입니다.,수익률 강조 대비 비용·위험 설명 부족
ko,KO_WARN_010,ko,비교 암시,WARNING,VIOLATION,False,True,True,0.75,1,0,0.7,객관적 근거 없는 비교 광고 금지 위반,일반 예금보다 더 나은 자산관리 대안을 만나보세요.,비교 근거 부족 가능
ko,KO_WARN_011,ko,고객 선택 표현,WARNING,WARNING,True,True,True,0.305,0,1,0.6,인기·선택·추천 표현은 객관적 산출 근거와 기준이 없으면 소비자 오인 가능성이 있습니다.,많은 고객이 선택한 인기 상품으로 편리하게 자산을 관리하세요.,인기·선택 근거 불명확
ko,KO_WARN_012,ko,우대조건 부족,WARNING,WARNING,True,True,True,0.33,0,1,0.5,최저금리 적용 조건·우대조건·심사기준 안내가 충분한지 확인이 필요합니다.,조건만 맞으면 누구나 우대금리를 받을 수 있습니다.,우대조건 구체성 부족
ko,KO_WARN_013,ko,낮은 부담 강조,WARNING,WARNING,True,True,True,0.3,0,1,2.0,소비자 부담이 낮다는 표현은 실제 비용·금리·상환조건 안내가 충분한지 검토가 필요합니다.,매월 부담을 낮춘 합리적인 대출 상품입니다.,소비자 부담 정보가 부족할 수 있음
ko,KO_WARN_014,ko,성과 기대,WARNING,WARNING,True,True,True,0.34,0,1,0.6,수익 가능성을 사실상 안정적으로 기대하게 할 수 있는 표현입니다.,전문가가 엄선한 포트폴리오로 꾸준한 성과를 기대할 수 있습니다.,성과 기대와 전문가 표현 근거 검토 필요
ko,KO_WARN_015,ko,한정성 권유,WARNING,WARNING,True,True,True,0.315,0,1,0.6,심사 조건·예외·대상 제한이 충분히 안내되지 않으면 실제 이용 가능성에 대한 소비자 오인 가능성이 있습니다.,이번 달 특별 혜택으로 더 좋은 조건을 확인해보세요.,특별 혜택 조건과 기간 구체성 부족
ko,KO_WARN_016,ko,시장 평균 비교,WARNING,WARNING,True,True,True,0.335,0,1,0.5,비교 기준·기준일·비교 대상이 명확한지 확인이 필요한 비교 암시 표현입니다.,시장 평균 대비 경쟁력 있는 금리를 제공합니다.,비교 기준과 조사 기준일 미기재
ko,KO_WARN_017,ko,비용 일부 누락,WARNING,VIOLATION,False,True,True,0.75,1,0,0.4,수익률 광고에 수수료 등 핵심 비용 미기재,연 5% 목표 수익을 추구하며 가입 절차가 간편합니다.,수익률 강조에 비용·위험 설명 부족
ko,KO_WARN_018,ko,대상 조건 부족,WARNING,WARNING,True,True,True,0.315,0,1,0.5,심사 조건·예외·대상 제한이 충분히 안내되지 않으면 실제 이용 가능성에 대한 소비자 오인 가능성이 있습니다.,"직장인 누구나 가능한 간편 대출, 지금 한도를 확인하세요.",누구나 가능 표현과 심사 조건 부족
ko,KO_WARN_019,ko,대표 금리 오인,WARNING,WARNING,True,True,True,0.33,0,1,0.4,최저금리 적용 조건·우대조건·심사기준 안내가 충분한지 확인이 필요합니다.,연 3.45% 금리로 필요한 생활자금을 빠르게 준비하세요.,최저금리인지 대표금리인지 조건 불명확
ko,KO_WARN_020,ko,근거 없는 추천,WARNING,WARNING,True,True,True,0.33,0,2,0.5,인기·선택·추천 표현은 객관적 산출 근거와 기준이 없으면 소비자 오인 가능성이 있습니다.,초보 투자자에게 가장 적합한 상품으로 추천드립니다.,적합성 판단 근거 부족
ko,KO_VIOL_001,ko,수익 보장,VIOLATION,VIOLATION,True,True,True,0.75,2,0,0.6,수익 지급 보장 표현 금지 위반,연 8% 수익을 보장합니다.,확정 수익 보장 표현
ko,KO_VIOL_002,ko,원금 보장,VIOLATION,VIOLATION,True,True,True,0.75,1,0,0.6,원금 보장 허위 표시 금지 위반,원금은 100% 안전하게 보장되는 투자 상품입니다.,원금 보장 직접 표현
ko,KO_VIOL_003,ko,손실 없음,VIOLATION,VIOLATION,True,True,True,0.75,2,0,1.1,원금 손실 불가 암시 표현 금지 위반,손실 없이 안정적으로 자산을 늘릴 수 있는 펀드입니다.,투자상품 손실 없음 표현
ko,KO_VIOL_004,ko,확정 수익,VIOLATION,VIOLATION,True,True,True,0.75,2,0,2.1,단정적 수익 보장 표현 금지 위반,매월 확정 이자를 지급 보장하는 고수익 상품입니다.,이자 지급 보장
ko,KO_VIOL_005,ko,무조건 수익,VIOLATION,VIOLATION,True,True,True,0.75,3,0,0.9,단정적 수익 보장 표현 금지 위반,무조건 수익이 나는 안전한 투자 기회입니다.,무조건 수익 단정
ko,KO_VIOL_006,ko,업계 최고,VIOLATION,VIOLATION,True,True,True,0.75,1,1,0.8,근거 없는 최상급 표현 금지 위반,"업계 최고 금리 상품, 지금 바로 가입하세요.",근거 없는 최상급 표현
ko,KO_VIOL_007,ko,No.1,VIOLATION,VIOLATION,True,True,True,0.75,1,0,0.6,근거 없는 최상급 표현 금지 위반,No.1 예금 상품으로 가장 높은 이자를 제공합니다.,근거 없는 1위/최고 표현
ko,KO_VIOL_008,ko,타사 비교,VIOLATION,VIOLATION,True,True,True,0.75,2,0,0.6,수익률 광고에 수수료 등 핵심 비용 미기재,타사 상품보다 높은 수익률을 제공하는 특별 상품입니다.,비교 근거 없는 우위 표현
ko,KO_VIOL_009,ko,투자 손실 미고지,VIOLATION,VIOLATION,True,True,True,0.75,2,0,0.6,투자성 상품 광고에 원금손실 가능성 미고지,ETF 투자로 연 10% 목표 수익을 추구하세요.,투자상품인데 원금손실 가능성 고지 없음
ko,KO_VIOL_010,ko,비용 미고지,VIOLATION,VIOLATION,True,True,True,0.75,2,0,0.7,투자성 상품 광고에 원금손실 가능성 미고지,연 10% 예상 수익률을 제시하는 펀드 상품입니다.,수익률 강조 대비 비용·위험 정보 미흡
ko,KO_VIOL_011,ko,원금 걱정 없음,VIOLATION,VIOLATION,True,True,True,0.75,2,0,1.9,원금 보장 허위 표시 금지 위반,원금 걱정 없는 안전한 펀드로 노후를 준비하세요.,원금 손실 불가 암시
ko,KO_VIOL_012,ko,반드시 상승,VIOLATION,VIOLATION,True,True,True,0.75,3,1,1.2,단정적 수익 보장 표현 금지 위반,전문가가 추천하는 종목으로 반드시 수익을 얻을 수 있습니다.,부당권유 단정적 판단
ko,KO_VIOL_013,ko,100% 성공,VIOLATION,VIOLATION,True,True,True,0.75,2,0,1.0,불확실한 사항에 대한 단정적 판단 제공 (제21조 제1호),100% 성공하는 투자 전략으로 누구나 돈을 벌 수 있습니다.,거짓·과장 권유
ko,KO_VIOL_014,ko,손실 보전,VIOLATION,VIOLATION,True,True,True,0.75,2,0,1.0,원금 보장 허위 표시 금지 위반,투자 손실이 나도 원금을 지켜드리는 상품입니다.,손실보전/원금 보장 암시
ko,KO_VIOL_015,ko,최저 수수료,VIOLATION,VIOLATION,True,True,True,0.75,1,0,0.9,근거 없는 최상급 표현 금지 위반,국내 최저 수수료로 만나는 최고의 투자 서비스입니다.,객관 근거 없는 최상급 표현
ko,KO_VIOL_016,ko,경쟁사 대비,VIOLATION,VIOLATION,True,True,True,0.75,2,0,1.1,수익률 광고에 수수료 등 핵심 비용 미기재,경쟁사 대비 우수한 수익률을 제공하는 투자 상품입니다.,비교 근거 부족
ko,KO_VIOL_017,ko,절대 손실 없음,VIOLATION,VIOLATION,True,True,True,0.75,3,0,1.5,단정적 수익 보장 표현 금지 위반,절대 손실 없는 고수익 투자 상품입니다.,손실 가능성 부정
ko,KO_VIOL_018,ko,수익 지급 보장,VIOLATION,VIOLATION,True,True,True,0.75,1,0,0.7,수익 지급 보장 표현 금지 위반,배당 수익을 매월 지급 보장합니다.,배당 수익 보장
ko,KO_VIOL_019,ko,국내 최고,VIOLATION,VIOLATION,True,True,True,0.75,3,0,0.6,투자성 상품 광고에 원금손실 가능성 미고지,국내 최고 수익률을 자랑하는 펀드에 가입하세요.,근거 없는 최상급 수익률
ko,KO_VIOL_020,ko,마감 압박,VIOLATION,VIOLATION,True,True,True,0.75,1,2,0.5,불안감·긴박감 조성 부당권유 (제21조 및 시행령),오늘 마감되는 마지막 기회입니다. 지금 바로 투자하지 않으면 후회합니다.,불안감·긴박감 조성 권유
ko_17,KO17_PASS_001,ko,적합성 확인 안내,PASS,PASS,True,False,False,0.0,0,0,0.4,,"본 상품 가입 전 투자성향 확인과 위험등급 설명이 진행되며, 부적합한 경우 가입이 제한될 수 있습니다.",적합성 확인 절차와 가입 제한 가능성을 명시
ko_17,KO17_PASS_002,ko,위험등급 고지,PASS,VIOLATION,False,False,True,0.75,1,0,0.5,투자성 상품 광고에 원금손실 가능성 미고지,"이 펀드는 투자성향과 투자경험, 위험감수능력을 확인한 후 가입 가능 여부가 결정됩니다.",고객 특성 확인 후 가입 가능 여부 결정
ko_17,KO17_PASS_003,ko,고위험상품 고지,PASS,PASS,True,False,False,0.0,0,0,0.5,,"ELS는 원금손실 가능성이 있는 고위험 상품이며, 투자성향에 따라 가입이 제한될 수 있습니다.",고위험성과 적합성 제한 고지
ko_17,KO17_PASS_004,ko,대출 일반,PASS,PASS,True,False,False,0.0,0,0,0.4,,"대출 가능 여부는 소득, 신용도, 내부 심사 기준에 따라 달라질 수 있습니다.",투자성 상품 또는 적합성 원칙 위험 문구 아님
ko_17,KO17_PASS_005,ko,성향 진단,PASS,PASS,True,False,False,0.0,0,0,0.5,,"투자 전 고객님의 투자목적, 재산상황, 투자경험을 확인한 뒤 적합한 상품을 안내합니다.",적합성 원칙 준수 문구
ko_17,KO17_WARNING_001,ko,무차별 권유,WARNING,VIOLATION,False,True,True,0.75,1,2,1.0,투자성 상품 광고에 원금손실 가능성 미고지,초보자도 바로 가입 가능한 ELS 투자 상품입니다.,고위험 상품을 초보자에게 즉시 가입 가능하다고 표현
ko_17,KO17_WARNING_002,ko,성향 확인 생략,WARNING,VIOLATION,False,True,True,0.75,1,1,1.7,투자성 상품 광고에 원금손실 가능성 미고지,투자 경험이 없어도 1분 만에 바로 시작할 수 있는 파생상품입니다.,투자성향 확인 없는 즉시 투자 유도
ko_17,KO17_WARNING_003,ko,취약고객 권유,WARNING,VIOLATION,False,True,True,0.75,1,2,1.0,투자성 상품 광고에 원금손실 가능성 미고지,은퇴자 노후자금을 위한 고수익 ELS 투자 기회를 안내드립니다.,은퇴자·노후자금과 고위험 투자상품 결합
ko_17,KO17_WARNING_004,ko,무차별 권유,WARNING,WARNING,True,True,True,0.39,0,1,0.8,고위험 상품을 고객 특성 확인 없이 무차별 권유하는 표현입니다.,전 고객 누구나 신청 가능한 레버리지 투자 상품입니다.,고위험 상품을 전 고객 대상으로 권유
ko_17,KO17_WARNING_005,ko,노후자금 오인,WARNING,WARNING,True,True,True,0.38,0,1,0.7,노후·생활자금 목적 고객에게 안전성 또는 고수익을 과도하게 암시할 수 있습니다.,퇴직금을 든든하게 운용할 수 있는 고수익 투자 상품입니다.,노후자금 목적 고객에게 고수익·안전성을 암시
ko_17,KO17_VIOL_001,ko,고위험 안전 오인,VIOLATION,VIOLATION,True,True,True,0.75,2,0,0.7,투자성 상품 광고에 원금손실 가능성 미고지,ELS를 예금처럼 안전하게 운용할 수 있습니다.,고위험 투자성 상품을 예금처럼 안전하다고 표현
ko_17,KO17_VIOL_002,ko,고위험 안전 오인,VIOLATION,VIOLATION,True,True,True,0.75,1,0,0.6,고위험 상품을 안전 상품처럼 오인시킬 수 있는 권유 표현입니다.,레버리지 상품도 원금 걱정 없이 든든하게 투자할 수 있습니다.,레버리지 상품의 원금손실 가능성을 부정
ko_17,KO17_VIOL_003,ko,고위험 안전 오인,VIOLATION,VIOLATION,True,True,True,0.75,2,0,0.9,투자성 상품 광고에 원금손실 가능성 미고지,파생상품이지만 손실 걱정 없는 안전한 투자입니다.,파생상품을 손실 걱정 없는 투자로 표현
ko_17,KO17_VIOL_004,ko,고위험 안전 오인,VIOLATION,VIOLATION,True,True,True,0.75,2,0,1.8,투자성 상품 광고에 원금손실 가능성 미고지,주식형 펀드를 예금처럼 안정적으로 가입하세요.,주식형 펀드를 예금처럼 오인시킬 수 있음
ko_17,KO17_VIOL_005,ko,고위험 안전 오인,VIOLATION,VIOLATION,True,True,True,0.75,1,0,0.6,고위험 상품을 안전 상품처럼 오인시킬 수 있는 권유 표현입니다.,고위험 상품이지만 원금 걱정 없는 든든한 투자입니다.,고위험 상품과 원금 안전 암시가 결합
ojk,ID_PASS_001,id,risk disclosure,PASS,PASS,True,False,False,0.0,0,0,27.2,,Produk ini memiliki risiko kerugian pokok. Bacalah prospektus sebelum mengambil keputusan.,Risiko kerugian dan prospectus disclosure included
ojk,ID_PASS_002,id,fee disclosure,PASS,PASS,True,False,False,0.0,0,0,0.9,,Imbal hasil dapat berubah sesuai kondisi pasar dan biaya pengelolaan akan dikenakan sesuai ketentuan.,Return uncertainty and fee disclosure included
ojk,ID_PASS_003,id,loan condition,PASS,VIOLATION,False,False,True,0.75,1,1,0.4,수익률·금리·한도 등 유리한 조건을 표시하면서 비용·조건 정보를 충분히 제공하지 않으면 POJK 22/2023상 핵심정보 제공 의무 위반 소지가 있습니다.,Suku bunga dan limit pinjaman ditentukan berdasarkan hasil penilaian kredit dan dapat berbeda untuk setiap nasabah.,Loan condition and credit assessment disclosed
ojk,ID_PASS_004,id,non guarantee,PASS,PASS,True,False,False,0.0,0,0,0.2,,Produk investasi tidak menjamin keuntungan dan dapat mengalami kerugian sesuai kondisi pasar.,No guarantee and loss possibility stated
ojk,ID_PASS_005,id,balanced promotion,PASS,PASS,True,False,False,0.0,0,0,0.2,,"Informasi produk, manfaat, risiko, biaya, dan syarat layanan dapat dilihat pada ringkasan informasi produk.",Balanced product information
ojk,ID_PASS_006,id,ojk identity,PASS,PASS,True,False,False,0.0,0,0,0.2,,Bank terdaftar dan diawasi oleh OJK. Syarat dan ketentuan berlaku.,OJK identity and terms included
ojk,ID_PASS_007,id,investment risk,PASS,PASS,True,False,False,0.0,0,0,0.2,,Kinerja masa lalu tidak mencerminkan kinerja masa depan dan investasi mengandung risiko.,Past performance disclaimer
ojk,ID_PASS_008,id,fee and tax,PASS,PASS,True,False,False,0.0,0,0,0.2,,"Biaya administrasi, pajak, dan biaya lain dapat dikenakan sesuai ketentuan produk.",Cost disclosure
ojk,ID_PASS_009,id,eligibility,PASS,PASS,True,False,False,0.0,0,0,0.2,,Persetujuan produk bergantung pada hasil verifikasi data dan profil risiko nasabah.,Eligibility condition disclosed
ojk,ID_PASS_010,id,neutral wording,PASS,VIOLATION,False,False,True,0.75,1,0,0.3,수익률·금리·한도 등 유리한 조건을 표시하면서 비용·조건 정보를 충분히 제공하지 않으면 POJK 22/2023상 핵심정보 제공 의무 위반 소지가 있습니다.,Produk ini bertujuan memberikan potensi imbal hasil sesuai kondisi pasar.,"Potential return, not guaranteed"
ojk,ID_WARN_001,id,implicit return emphasis,WARNING,VIOLATION,False,True,True,0.75,1,0,0.3,수익률·금리·한도 등 유리한 조건을 표시하면서 비용·조건 정보를 충분히 제공하지 않으면 POJK 22/2023상 핵심정보 제공 의무 위반 소지가 있습니다.,Produk yang memberikan keuntungan stabil untuk kebutuhan masa depan Anda.,Implicit stable return claim
ojk,ID_WARN_002,id,best claim,WARNING,VIOLATION,False,True,True,0.75,1,0,0.5,투자성 상품에서 위험(risiko) 정보를 충분히 제시하지 않으면 상품 요약정보와 마케팅 전 정보제공 의무 위반 소지가 있습니다.,Pilihan investasi unggulan untuk semua nasabah.,Unsupported superiority tone
ojk,ID_WARN_003,id,missing condition,WARNING,WARNING,True,True,True,0.33,0,1,0.3,한도·금리 등 유리한 조건의 적용 기준과 심사 조건이 충분히 설명되었는지 확인이 필요합니다.,Limit pinjaman hingga Rp500 juta dengan proses cepat.,Maximum limit promoted without assessment condition
ojk,ID_WARN_004,id,fee omission,WARNING,VIOLATION,False,True,True,0.75,2,0,0.3,투자성 상품에서 위험(risiko) 정보를 충분히 제시하지 않으면 상품 요약정보와 마케팅 전 정보제공 의무 위반 소지가 있습니다.,Investasi dengan imbal hasil menarik setiap tahun.,Return promoted without cost/risk context
ojk,ID_WARN_005,id,risk salience,WARNING,VIOLATION,False,True,True,0.75,1,0,0.6,수익률·금리·한도 등 유리한 조건을 표시하면서 비용·조건 정보를 충분히 제공하지 않으면 POJK 22/2023상 핵심정보 제공 의무 위반 소지가 있습니다.,Nikmati imbal hasil tinggi. Risiko mengikuti ketentuan produk.,Risk disclosure exists but weak and generic
ojk,ID_WARN_006,id,comparison,WARNING,VIOLATION,False,True,True,0.75,1,0,1.1,근거 없는 비교·최상급 표현은 건전한 경쟁 및 명확·정확·비오인 정보제공 원칙 위반 소지가 있습니다.,Lebih menguntungkan dibanding produk biasa.,Comparison without objective basis
ojk,ID_WARN_007,id,fast process,WARNING,VIOLATION,False,True,True,0.75,2,0,0.5,투자성 상품에서 위험(risiko) 정보를 충분히 제시하지 않으면 상품 요약정보와 마케팅 전 정보제공 의무 위반 소지가 있습니다.,Ajukan sekarang dan dapatkan keputusan investasi terbaik.,Pressure and best claim context
ojk,ID_WARN_008,id,safe tone,WARNING,VIOLATION,False,True,True,0.75,2,0,0.3,무위험·원금안전 표현은 위험 정보와 실제 제공조건에 대한 소비자 오인 가능성이 있어 POJK 22/2023상 정보제공 의무 위반 소지가 있습니다.,Pilihan aman untuk mulai berinvestasi.,Safety tone without risk details
ojk,ID_WARN_009,id,minimum rate,WARNING,VIOLATION,False,True,True,0.75,1,1,0.3,수익률·금리·한도 등 유리한 조건을 표시하면서 비용·조건 정보를 충분히 제공하지 않으면 POJK 22/2023상 핵심정보 제공 의무 위반 소지가 있습니다.,Suku bunga mulai dari 3% per tahun untuk pinjaman Anda.,Minimum rate without eligibility condition
ojk,ID_WARN_010,id,popular claim,WARNING,VIOLATION,False,True,True,0.75,1,0,0.3,투자성 상품에서 위험(risiko) 정보를 충분히 제시하지 않으면 상품 요약정보와 마케팅 전 정보제공 의무 위반 소지가 있습니다.,Produk investasi favorit nasabah tahun ini.,Popularity claim without supporting basis
ojk,ID_VIOL_001,id,guaranteed return,VIOLATION,VIOLATION,True,True,True,0.75,4,0,0.3,확정 수익·보장 표현은 상품/서비스 정보가 명확·정확·정직하고 오인을 유발하지 않아야 한다는 POJK 22/2023 정보제공·마케팅 의무 위반 소지가 있습니다.,Produk investasi ini pasti memberikan keuntungan 10% per tahun.,Pasti memberikan keuntungan
ojk,ID_VIOL_002,id,risk free,VIOLATION,VIOLATION,True,True,True,0.75,1,0,0.2,무위험·원금안전 표현은 위험 정보와 실제 제공조건에 대한 소비자 오인 가능성이 있어 POJK 22/2023상 정보제공 의무 위반 소지가 있습니다.,Investasi bebas risiko dengan modal aman.,Bebas risiko and modal aman
ojk,ID_VIOL_003,id,principal safe,VIOLATION,VIOLATION,True,True,True,0.75,1,0,0.3,무위험·원금안전 표현은 위험 정보와 실제 제공조건에 대한 소비자 오인 가능성이 있어 POJK 22/2023상 정보제공 의무 위반 소지가 있습니다.,Modal dijamin aman dan tidak akan rugi.,Principal guarantee
ojk,ID_VIOL_004,id,best claim,VIOLATION,VIOLATION,True,True,True,0.75,3,0,0.4,투자성 상품에서 위험(risiko) 정보를 충분히 제시하지 않으면 상품 요약정보와 마케팅 전 정보제공 의무 위반 소지가 있습니다.,Produk investasi nomor satu dengan imbal hasil tertinggi.,Unsupported number one/highest claim
ojk,ID_VIOL_005,id,guaranteed monthly profit,VIOLATION,VIOLATION,True,True,True,0.75,3,0,0.3,확정 수익·보장 표현은 상품/서비스 정보가 명확·정확·정직하고 오인을 유발하지 않아야 한다는 POJK 22/2023 정보제공·마케팅 의무 위반 소지가 있습니다.,Keuntungan bulanan dijamin tanpa risiko kerugian.,Guaranteed profit and no risk
ojk,ID_VIOL_006,id,baseless comparison,VIOLATION,VIOLATION,True,True,True,0.75,2,0,0.3,근거 없는 비교·최상급 표현은 건전한 경쟁 및 명확·정확·비오인 정보제공 원칙 위반 소지가 있습니다.,Paling unggul dibanding semua produk bank lain.,Baseless superlative comparison
